template_id,display_name,category,category_mask,category_depth,sellable_status,baseline_price,max_buy_price,liquidity_tier,enabled,source,confidence,notes
PowerGenerator_Patent,Fuel-Powered Generator,building/patents,134348800,2,known,2500,2000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=0
PowerPack,Improvised Power Pack,tools/utility,50462720,2,known,55,44,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=0
PowerPack2,Power Pack Mk2,tools/utility,50462720,2,known,2000,1600,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2
PowerPack3,Power Pack Mk4,tools/utility,50462720,2,known,11000,8800,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
PowerPack4,Power Pack Mk6,tools/utility,50462720,2,known,46000,36800,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
PowerPack5,Power Pack Mk1,tools/utility,50462720,2,known,650,520,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=1
PowerPack6,Power Pack Mk3,tools/utility,50462720,2,known,4100,3280,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
PowerPack7,Power Pack Mk5,tools/utility,50462720,2,known,15000,12000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
PowerPack_Unique_PoisRadMitigation_06,Purifier Power Pack,tools/utility,50462720,2,known,430000,344000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
PowerPack_Unique_PoisRadMitigation_06_Schematic,Purifier Power Pack Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
PowerPack_Unique_Regen_01,Old Sparky Mk1,tools/utility,50462720,2,known,4200,3360,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=1; unique_schematic=yes
PowerPack_Unique_Regen_01_Schematic,Old Sparky Mk1 Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=1
PowerPack_Unique_Regen_02,Old Sparky Mk2,tools/utility,50462720,2,known,11000,8800,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2; unique_schematic=yes
PowerPack_Unique_Regen_02_Schematic,Old Sparky Mk2 Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2
PowerPack_Unique_Regen_03,Old Sparky Mk3,tools/utility,50462720,2,known,22000,17600,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3; unique_schematic=yes
PowerPack_Unique_Regen_03_Schematic,Old Sparky Mk3 Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
PowerPack_Unique_Regen_04,Old Sparky Mk4,tools/utility,50462720,2,known,45000,36000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4; unique_schematic=yes
PowerPack_Unique_Regen_04_Schematic,Old Sparky Mk4 Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
PowerPack_Unique_Regen_05,Young Sparky Mk5,tools/utility,50462720,2,known,200000,160000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
PowerPack_Unique_Regen_05_Schematic,Young Sparky Mk5 Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
PowerPack_Unique_Regen_06,Young Sparky Mk6,tools/utility,50462720,2,known,430000,344000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
PowerPack_Unique_Regen_06_Schematic,Young Sparky Mk6 Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
Radiation_Suit,Radiation Suit Mk4,unknown,0,0,known,121400,97120,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
Radiation_Suit_T5,Radiation Suit Mk5,unknown,0,0,known,351491,281192,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
Radiation_Suit_T6,Radiation Suit Mk6,unknown,0,0,known,483698,386958,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
Rapier,House Rapier,weapons/melee,67174400,2,known,9600,7680,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
Rapier_0,Adept Rapier,weapons/melee,67174400,2,known,16000,12800,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
Rapier_3,Regis Rapier,weapons/melee,67174400,2,known,39000,31200,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
RepairStation_Patent,Repair Station Patent,building/patents,134348800,2,known,2500,2000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2
RepairTool,Welding Torch Mk1,tools/utility,50462720,2,known,250,200,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=1
RepairTool3,Welding Torch Mk3,tools/utility,50462720,2,known,3300,2640,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
RepairTool5,Welding Torch Mk5,tools/utility,50462720,2,known,15000,12000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
RespawnBeacon,Respawn Beacon,tools/utility,50462720,2,known,100,80,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=0
RocketAmmo,Rocket,vehicles/parts,100859904,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
RocketLauncher_2,Regis Missile Launcher,weapons/ranged,67239936,2,known,87000,69600,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
RocketLauncher_Unique_Homing_06,The Ancient Way,weapons/ranged,67239936,2,known,160000,128000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
RocketLauncher_Unique_Homing_06_Schematic,The Ancient Way Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
SMG_Unique_LargeMag_02,Legion Tattoo,weapons/ranged,67239936,2,known,13000,10400,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2; unique_schematic=yes
SMG_Unique_LargeMag_02_Schematic,Legion Tattoo Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2
SMG_Unique_LargeMag_03,Seb's Kisser,weapons/ranged,67239936,2,known,24000,19200,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3; unique_schematic=yes
SMG_Unique_LargeMag_03_Schematic,Seb's Kisser Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
SMG_Unique_LargeMag_04,Ironwatch Special,weapons/ranged,67239936,2,known,53000,42400,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4; unique_schematic=yes
SMG_Unique_LargeMag_04_Schematic,Ironwatch Special Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
SMG_Unique_LargeMag_05,Relentless,weapons/ranged,67239936,2,known,82000,65600,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
SMG_Unique_LargeMag_05_Schematic,Relentless Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
SMG_Unique_LargeMag_06,A Dart for Every Man,weapons/ranged,67239936,2,known,120000,96000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
SMG_Unique_LargeMag_06_Schematic,A Dart for Every Man Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
SaguaroResourceRaw,Agave Seeds,resources/raw,16842752,2,known,15,12,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
SandbikeBoost_0,Scrap Sandbike Booster,vehicles/sandbike,100728832,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=0
SandbikeBoost_2,Sandbike Booster Mk2,vehicles/sandbike,100728832,2,known,8700,6960,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2
SandbikeBoost_3,Sandbike Booster Mk3,vehicles/sandbike,100728832,2,known,17000,13600,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
SandbikeBoost_4,Sandbike Booster Mk4,vehicles/sandbike,100728832,2,known,39000,31200,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
SandbikeBoost_5,Sandbike Booster Mk5,vehicles/sandbike,100728832,2,known,65000,52000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
SandbikeBoost_6,Sandbike Booster Mk6,vehicles/sandbike,100728832,2,known,110000,88000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
SandbikeBoost_Unique_LessHeat_2,Night Rider Sandbike Boost Mk2,vehicles/sandbike,100728832,2,known,35000,28000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2; unique_schematic=yes
SandbikeBoost_Unique_LessHeat_3,Night Rider Sandbike Boost Mk3,vehicles/sandbike,100728832,2,known,71000,56800,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3; unique_schematic=yes
SandbikeBoost_Unique_LessHeat_4,Night Rider Sandbike Boost Mk4,vehicles/sandbike,100728832,2,known,130000,104000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4; unique_schematic=yes
SandbikeBoost_Unique_LessHeat_5,Night Rider Sandbike Boost Mk5,vehicles/sandbike,100728832,2,known,210000,168000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
SandbikeBoost_Unique_LessHeat_6,Night Rider Sandbike Boost Mk6,vehicles/sandbike,100728832,2,known,310000,248000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
SandbikeChassis_0,Scrap Sandbike Chassis,vehicles/sandbike,100728832,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=0
SandbikeChassis_1,Sandbike Chassis Mk1,vehicles/sandbike,100728832,2,known,1200,960,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=1
SandbikeChassis_2,Sandbike Chassis Mk2,vehicles/sandbike,100728832,2,known,4100,3280,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2
SandbikeChassis_3,Sandbike Chassis Mk3,vehicles/sandbike,100728832,2,known,9100,7280,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
SandbikeChassis_4,Sandbike Chassis Mk4,vehicles/sandbike,100728832,2,known,26000,20800,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
SandbikeChassis_5,Sandbike Chassis Mk5,vehicles/sandbike,100728832,2,known,49000,39200,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
SandbikeChassis_6,Sandbike Chassis Mk6,vehicles/sandbike,100728832,2,known,85000,68000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
SandbikeChoamBoostHeatEfficient2_Schematic,Night Rider Sandbike Boost Mk3 Schematic,schematics/vehicles,117637120,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
SandbikeChoamBoostHeatEfficient3_Schematic,Night Rider Sandbike Boost Mk4 Schematic,schematics/vehicles,117637120,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
SandbikeChoamBoostHeatEfficient4_Schematic,Night Rider Sandbike Boost Mk5 Schematic,schematics/vehicles,117637120,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
SandbikeChoamBoostHeatEfficient5_Schematic,Night Rider Sandbike Boost Mk6 Schematic,schematics/vehicles,117637120,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
SandbikeEngine_0,Scrap Sandbike Engine,vehicles/sandbike,100728832,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=0
SandbikeEngine_1,Sandbike Engine Mk1,vehicles/sandbike,100728832,2,known,650,520,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=1
SandbikeEngine_2,Sandbike Engine Mk2,vehicles/sandbike,100728832,2,known,2900,2320,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2
SandbikeEngine_3,Sandbike Engine Mk3,vehicles/sandbike,100728832,2,known,5100,4080,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
SandbikeEngine_4,Sandbike Engine Mk4,vehicles/sandbike,100728832,2,known,14000,11200,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
SandbikeEngine_5,Sandbike Engine Mk5,vehicles/sandbike,100728832,2,known,30000,24000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
SandbikeEngine_6,Sandbike Engine Mk6,vehicles/sandbike,100728832,2,known,51000,40800,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
SandbikeEngine_Unique_Speed_1,Mohandis Sandbike Engine Mk1,vehicles/sandbike,100728832,2,known,5800,4640,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=1; unique_schematic=yes
SandbikeEngine_Unique_Speed_1_Schematic,Mohandis Sandbike Engine Mk1 Schematic,schematics/vehicles,117637120,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=1
SandbikeEngine_Unique_Speed_2,Mohandis Sandbike Engine Mk2,vehicles/sandbike,100728832,2,known,17000,13600,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2; unique_schematic=yes
SandbikeEngine_Unique_Speed_2_Schematic,Mohandis Sandbike Engine Mk2 Schematic,schematics/vehicles,117637120,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2
SandbikeEngine_Unique_Speed_3,Mohandis Sandbike Engine Mk3,vehicles/sandbike,100728832,2,known,62000,49600,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3; unique_schematic=yes
SandbikeEngine_Unique_Speed_3_Schematic,Mohandis Sandbike Engine Mk3 Schematic,schematics/vehicles,117637120,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
SandbikeEngine_Unique_Speed_4,Mohandis Sandbike Engine Mk4,vehicles/sandbike,100728832,2,known,130000,104000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4; unique_schematic=yes
SandbikeEngine_Unique_Speed_4_Schematic,Mohandis Sandbike Engine Mk4 Schematic,schematics/vehicles,117637120,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
SandbikeEngine_Unique_Speed_5,Mohandis Sandbike Engine Mk5,vehicles/sandbike,100728832,2,known,200000,160000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
SandbikeEngine_Unique_Speed_5_Schematic,Mohandis Sandbike Engine Mk5 Schematic,schematics/vehicles,117637120,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
SandbikeEngine_Unique_Speed_6,Mohandis Sandbike Engine Mk6,vehicles/sandbike,100728832,2,known,310000,248000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
SandbikeEngine_Unique_Speed_6_Schematic,Mohandis Sandbike Engine Mk6 Schematic,schematics/vehicles,117637120,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
SandbikeGenerator_0,Scrap Sandbike Power Supply Unit,vehicles/sandbike,100728832,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=0
SandbikeGenerator_1,Sandbike PSU Mk1,vehicles/sandbike,100728832,2,known,950,760,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=1
SandbikeGenerator_2,Sandbike PSU Mk2,vehicles/sandbike,100728832,2,known,2600,2080,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2
SandbikeGenerator_3,Sandbike PSU Mk3,vehicles/sandbike,100728832,2,known,5200,4160,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
SandbikeGenerator_4,Sandbike PSU Mk4,vehicles/sandbike,100728832,2,known,13000,10400,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
SandbikeGenerator_5,Sandbike PSU Mk5,vehicles/sandbike,100728832,2,known,30000,24000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
SandbikeGenerator_6,Sandbike PSU Mk6,vehicles/sandbike,100728832,2,known,49000,39200,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
SandbikeHull_0,Scrap Sandbike Hull,vehicles/sandbike,100728832,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=0
SandbikeHull_1,Sandbike Hull Mk1,vehicles/sandbike,100728832,2,known,1200,960,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=1
SandbikeHull_2,Sandbike Hull Mk2,vehicles/sandbike,100728832,2,known,5100,4080,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2
SandbikeHull_3,Sandbike Hull Mk3,vehicles/sandbike,100728832,2,known,11000,8800,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
SandbikeHull_4,Sandbike Hull Mk4,vehicles/sandbike,100728832,2,known,29000,23200,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
SandbikeHull_5,Sandbike Hull Mk5,vehicles/sandbike,100728832,2,known,59000,47200,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
SandbikeHull_6,Sandbike Hull Mk6,vehicles/sandbike,100728832,2,known,92000,73600,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
SandbikeInventory_0,Scrap Sandbike Inventory,vehicles/sandbike,100728832,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=0
SandbikeInventory_1,Sandbike Inventory Mk1,vehicles/sandbike,100728832,2,known,1500,1200,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=1
SandbikeInventory_2,Sandbike Inventory Mk2,vehicles/sandbike,100728832,2,known,5700,4560,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2
SandbikeLocomotion_0,Scrap Sandbike Tread,vehicles/sandbike,100728832,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=0
SandbikeLocomotion_1,Sandbike Tread Mk1,vehicles/sandbike,100728832,2,known,400,320,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=1
SandbikeLocomotion_2,Sandbike Tread Mk2,vehicles/sandbike,100728832,2,known,1400,1120,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2
SandbikeLocomotion_3,Sandbike Tread Mk3,vehicles/sandbike,100728832,2,known,2700,2160,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
SandbikeLocomotion_4,Sandbike Tread Mk4,vehicles/sandbike,100728832,2,known,7300,5840,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
SandbikeLocomotion_5,Sandbike Tread Mk5,vehicles/sandbike,100728832,2,known,14000,11200,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
SandbikeLocomotion_6,Sandbike Tread Mk6,vehicles/sandbike,100728832,2,known,23000,18400,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
SandbikeScanner_2,Sandbike Scanner Mk2,vehicles/sandbike,100728832,2,known,5700,4560,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2
SandbikeScanner_Unique_LongRange_02_Schematic,Duneman Sandbike Scanner Mk2 Schematic,schematics/vehicles,117637120,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2
SandbikeSeat_0,Scrap Sandbike Extra Seat,vehicles/sandbike,100728832,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=0
SandbikeSeat_1,Sandbike Backseat Mk1,vehicles/sandbike,100728832,2,known,1500,1200,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=1
SandcrawlerChassis_6,Sandcrawler Chassis Mk6,vehicles/parts,100859904,2,known,95000,76000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
SandcrawlerEngine_6,Sandcrawler Engine Mk6,vehicles/parts,100859904,2,known,79000,63200,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
SandcrawlerEngine_Unique_Speed_06,Walker Sandcrawler Engine Mk6,vehicles/parts,100859904,2,known,310000,248000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
SandcrawlerEngine_Unique_Speed_06_Schematic,Walker Sandcrawler Engine Mk6 Schematic,schematics/vehicles,117637120,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
SandcrawlerGenerator_6,Sandcrawler PSU Mk6,vehicles/parts,100859904,2,known,70000,56000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
SandcrawlerHull_6,Sandcrawler Cabin Mk6,vehicles/parts,100859904,2,known,110000,88000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
SandcrawlerLocomotion_6,Sandcrawler Tread Mk6,vehicles/parts,100859904,2,known,18000,14400,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
SandcrawlerLocomotion_Unique_WormThreat_06,Dampened Sandcrawler Treads,vehicles/parts,100859904,2,known,79000,63200,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
SandcrawlerLocomotion_Unique_WormThreat_06_Schematic,Dampened Sandcrawler Treads Schematic,schematics/vehicles,117637120,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
SandcrawlerSpiceContainer_6,Sandcrawler Centrifuge Mk6,vehicles/parts,100859904,2,known,110000,88000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
SandcrawlerSpiceContainer_Unique_Capacity_6,Upgraded Regis Spice Container,vehicles/parts,100859904,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
SandcrawlerSpiceContainer_Unique_Capacity_6_Schematic,Upgraded Regis Spice Container Schematic,schematics/vehicles,117637120,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
SandcrawlerSpiceHeader_6,Sandcrawler Vacuum Mk6,vehicles/parts,100859904,2,known,73000,58400,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
SandcrawlerSpiceHeader_Unique_YieldIncrease_6,Upgraded Regis Spice Header,vehicles/parts,100859904,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
SaphoJuice,Sapho Juice,consumables/medical,33619968,2,known,2500,2000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=0
Sardaukar_Dagger_CR,Sardaukar Dagger,weapons/melee,67174400,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
Scanner_Base_1,Handheld Resource Scanner,tools/utility,50462720,2,known,6600,5280,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2
Scanner_Efficient_1,Long Range Scanner,tools/utility,50462720,2,known,120000,96000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
Scanner_Unique_Body_03,Handheld Life Scanner Mk3,tools/utility,50462720,2,known,19050,15240,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3; unique_schematic=yes
Scanner_Unique_Body_03_Schematic,Handheld Life Scanner Mk3 Schematic,schematics/weapons,117506048,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
